Drug Name,Drug Info,Usage,Warnings,Side Effects,Drug Interactions Link
Colace,"
Generic name: docusate [ DOK-ue-sate ]
Drug class: Laxatives","Colace is a stool softener. It makes bowel movements softer and easier to pass. Colace is used to treat or prevent occasionalconstipation, and to reduce pain or rectal damage caused by hard stools or by straining during bowel movements.","You should not use Colace if you have a blockage in your intestines. Do not use Colace while you are sick withnausea,vomiting, or severe stomach pain.",you have rectal bleeding;; no bowel movement occurs after using a laxative;; you need to use a stool softener for more than 1 week; or; if a rash occurs.,"https://www.drugs.com/drug-interactions/docusate,colace.html"
Colazal,"
Generic name: balsalazide [ bal-SAL-a-zide ]
Other brand names of balsalazide include: Colazal, Giazo
Drug class: 5-aminosalicylates",TheColazalbrand ofbalsalazideis used to treat mild to moderate activeulcerative colitisin adults and children who are at least 5 years old. TheGiazobrand of balsalazide is used to treat mild to moderate active ulcerative colitis in men who are at least 18 years old.,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use. You should not use  Colazal if you are allergic to Colazal ormesalamine, or to aspirin or othersalicylates(includingKaopectate, Pamprin,Pepto-Bismol,Tricosal,Trilisate, and others).","pain or burning when you urinate;; worsening colitis symptoms--fever, stomach pain, cramps, or bloody diarrhea;; kidney problems--little or no urinating, swelling, rapid weight gain;; liver problems--upper stomach pain, loss of appetite, dark urine, clay-colored stools,jaundice(yellowing of the skin or eyes); or; low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet.","https://www.drugs.com/drug-interactions/balsalazide,colazal.html"
Colchicine,"
Pronunciation: coll-chi-seen
Generic name: colchicine
Brand names: Colcrys, Gloperba, Mitigare, Lodoco
Dosage form: oral tablet, oral capsule, oral solution
Drug class: Antigout agents","Colchicine is an oral, plant-based prescription alkaloid derived from the dried seeds of the autumn crocus or meadow saffron (Colchicum autumnale) that, depending on the brand or generic, may be used to: Colchicine is not an analgesic medication and should not be used to treat pain from other causes.",,"Muscle weakness or pain; Numbness or tingling in your fingers or toes; Unusual bleeding or bruising; Increased infections; Feel weak or tired; Pale or gray color to your lips, tongue, or palms of your hands; Severe diarrhea or vomiting.",
Concerta,"
Generic name: methylphenidate (oral) [ METH-il-FEN-i-date ]
Drug class: CNS stimulants","Concerta is a central nervous system stimulant prescription medicine. It affects chemicals in the brain and nerves that contribute to hyperactivity and impulse control. Concerta extended-release tablets are used to treatattention deficit hyperactivity disorder (ADHD)in children 6 years of age and older, adolescents, and in adults up to the age of 65.","You should not use Concerta if you haveglaucoma, tics or Tourette's syndrome, or severe anxiety, tension, or agitation. Methylphenidate may be habit-forming, and this medicine is a drug of abuse.Tell your doctor if you have had problems with drug or alcohol abuse.Keep the medication where others cannot get to it.","signs of heart problems- chest pain, trouble breathing, feeling like you might pass out;; signs of psychosis- hallucinations (seeing or hearing things that are not real), new behavior problems, aggression, hostility, paranoia;; signs of circulation problems- numbness, pain, cold feeling, unexplained wounds, or skin color changes (pale, red, or blue appearance) in your fingers or toes; or; penis erection that is painful or lasts 4 hours or longer.","https://www.drugs.com/drug-interactions/methylphenidate,concerta.html"
Coreg,"
Generic name: carvedilol [ KAR-ve-dil-ole ]
Other brand names of carvedilol include: Coreg, Coreg CR
Drug class: Non-cardioselective beta blockers",Coreg is a beta-blocker. Beta-blockers affect the heart and circulation (blood flow through arteries and veins). Coreg is used to treatheart failureand hypertension (high blood pressure).,"You should not take Coreg if you haveasthma, bronchitis,emphysema, severe liver disease, or a serious heart condition such asheart block, ""sick sinus syndrome,"" orslow heart rate(unless you have a pacemaker). Avoid drinking alcohol within 2 hours before or after taking extended-release Coreg CR capsules. Also avoid taking medicines or other products that might contain alcohol. Alcohol may cause the carvedilol in the controlled release (CR) capsule to be released too quickly into the body.","a light-headed feeling, like you might pass out;; slow or uneven heartbeats;; cold feeling or numbness in your fingers or toes;; chest pain, dry cough, wheezing, chest tightness;; heart problems- swelling, rapid weight gain, feeling short of breath; or; high blood sugar- increased thirst, increased urination, dry mouth, fruity breath odor.","https://www.drugs.com/drug-interactions/carvedilol,coreg.html"
Cosentyx,"
Pronunciation: koe-sen-tix
Generic name: secukinumab [ SEK-ue-KIN-ue-mab ]
Dosage form: Cosentyx Sensoready pen, Cosentyx prefilled syringes, Cosentyx single-dose vial
Drug class: Interleukin inhibitors","Cosentyx (secukinumab) is a prescription medication used to treat types ofplaque psoriasis,psoriatic arthritis,ankylosing spondylitis,enthesitis-related arthritis,hidradenitis suppurativa(HS), and non-radiographic axial spondyloarthritis, which are autoimmune conditions.Cosentyx is a monoclonal antibody that targets interleukin-17A (IL-17A), a protein involved in the inflammatory process. By blocking IL-17A, Cosentyx helps reduce inflammation and related symptoms. Cosentyx is from the drug classinterleukin (IL) inhibitors.","You may get infections more easily while using Cosentyx, as it lowers your immune system's ability to fight infections. Call your doctor right away if you have signs of infection such as fever, chills, sweats, muscle aches, skin sores, stomach pain,diarrhea, burning when you urinate,weight loss, cough, shortness of breath, or a cough with red or pink mucus. Tell your doctor if you have an active infection or have ever been diagnosed with tuberculosis or inflammatory bowel disease before using this medicine.","redness, warmth, or painful sores on your skin;; cough, shortness of breath, cough with red or pink mucus;; increased urination, burning when you urinate;; sores or white patches in your mouth or throat (yeast infection or ""thrush"");; new or worsening diarrhea or stomach pain; or; fever, chills, sweating, muscle pain, weight loss.","https://www.drugs.com/drug-interactions/secukinumab,cosentyx.html"
Coumadin,"
Generic name: warfarin (oral) [ WAR-far-in ]
Other brand names of warfarin (oral) include: Coumadin, Jantoven
Drug class: Coumarins and indandiones","Coumadin is ananticoagulant(blood thinner). Warfarin reduces the formation of blood clots. Coumadin is used to treat or prevent blood clots in veins or arteries, which can reduce the risk ofstroke,heart attack, or other serious conditions.","You should not take Coumadin if you are prone to bleeding because of a medical condition, if you have an upcoming surgery, or if you need a spinal tap or epidural.Talk to your doctor if you think you will not be able to take Coumadin on time every day. Warfarin increases your risk of severe or fatal bleeding,especially if you have certain medical conditions, if you are 65 or older, or if you have had a stroke, or bleeding in your stomach or intestines.Seek emergency help if you have any bleeding that will not stop.","sudden headache, feeling very weak or dizzy;; swelling, pain, unusual bruising;; bleeding gums, nosebleeds;; bleeding from wounds or needle injections that will not stop;; heavy menstrual periods or abnormal vaginal bleeding;; blood in your urine, bloody or tarry stools; or; coughing up blood or vomit that looks like coffee grounds.","https://www.drugs.com/drug-interactions/warfarin,coumadin.html"
Crestor,"
Generic name: rosuvastatin [ roe-SOO-va-sta-tin ]
Drug class: Statins","Crestor belongs to a group of drugs called HMG CoA reductase inhibitors, or ""statins."" Rosuvastatin is used together with diet to lower blood levels of ""bad"" cholesterol (low-density lipoprotein, or LDL), to increase levels of ""good"" cholesterol (high-density lipoprotein, or HDL), and to lower triglycerides (a type of fat in the blood). Crestor is used in adults and children who are at least 8 years old to lowercholesteroland triglycerides in the blood.","Crestor can harm an unborn baby or cause birth defects.Do not use rosuvastatin if you are pregnant. Before taking Crestor, tell your doctor if you have ever had liver or kidney disease, diabetes, or a thyroid disorder, if you are of Chinese descent, or if you drink more than 2 alcoholic beverages daily.","unexplained muscle pain, tenderness, or weakness;; muscle weakness in your hips, shoulders, neck, and back;; trouble lifting your arms, trouble climbing or standing;; confusion, memory problems; or; liver problems- upper stomach pain, tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes).","https://www.drugs.com/drug-interactions/rosuvastatin,crestor.html"
Cyanocobalamin,"
Generic name: cyanocobalamin (oral) [ sye-AN-oh-koe-BAL-a-min ]
Brand names: B-12, Vitafusion B-12 Gummies, Vitamin B-12, Vitamin B-12 Time Release
Dosage forms: oral liquid (1000 mcg/15 mL), oral tablet (100 mcg; 1000 mcg; 250 mcg; 2500 mcg; 50 mcg; 500 mcg), 
... show all 8 dosage forms

oral tablet, chewable (500 mcg), oral tablet, disintegrating (5000 mcg), oral tablet, extended release (1000 mcg; 5000 mcg), sublingual liquid (3000 mcg/mL), sublingual lozenge (1000 mcg; 6000 mcg), sublingual tablet (1000 mcg; 2500 mcg; 500 mcg; 5000 mcg)

Drug class: Vitamins","Cyanocobalamin, also known asVitamin B12, is a form of vitamin B found in foods. Vitamin B12 is important for growth, cell reproduction and energy, healthy red blood cell formation and to keep your nerve cells healthy. Cyanocobalamin islikely effectivein alternative medicine as an aid in treating or preventing low levels of vitamin B12 in your body. Low levels of Vitamin B12 can be caused by an autoimmune disease,pernicious anemia, certain types of surgery, stomach disorders, or malnutrition.","Follow all directions on the product label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use. You should not use cyanocobalamin if you are allergic to vitamin B12, cobalamin, or cobalt.",any condition that makes it hard for your body to absorb nutrients from food (malabsorption);; cancer; or; if you use a blood thinner (such aswarfarin).,https://www.drugs.com/drug-interactions/cyanocobalamin.html
Cyclobenzaprine,"
Generic name: cyclobenzaprine [ sye-kloe-BEN-za-preen ]
Brand names: Amrix, Comfort Pac with Cyclobenzaprine, Fexmid, Flexeril
Drug class: Skeletal muscle relaxants",Cyclobenzaprine is a muscle relaxant. It works by blocking nerve impulses (or pain sensations) that are sent to your brain. Cyclobenzaprine is used together with rest and physical therapy to treat skeletal muscle conditions such as pain or injury. Cyclobenzaprine may also be used for purposes not listed in this medication guide.,"You should not use cyclobenzaprine if you have an allergy to the medication, a certain type of thyroid disorder (hyperthyroidism), heart block, congestiveheart failure, a heart rhythm disorder, or you have recently had aheart attack. Do not use cyclobenzaprine if you have taken an MAO inhibitor in the past 14 days, such asisocarboxazid,linezolid,phenelzine,rasagiline,selegiline, ortranylcypromine.","fast or irregular heartbeats;; chest pain or pressure, pain spreading to your jaw or shoulder; or; sudden numbness or weakness (especially on one side of the body), slurred speech, balance problems.",https://www.drugs.com/drug-interactions/cyclobenzaprine.html
